# sloWNet	slv	http://lojze.lugos.si/darja/slownet.html	CC BY SA 3.0 
00007846-n	slv:exe	35	Ne bi pa bilo lepo, ko bi zaradi odpakov izbruhnila v Trgu kakšna huda bolezen in bi pobrala še tistih nekaj starih prebivalcev in tako na Slovenskem ne bi imeli več grajskega kompleksa, ki je poseljen z ljudmi domačini.
00007846-n	slv:exe	36	Boštjan Pirc, zbiralec vsega lepega, je človek, ki ne prenese avtoritete s formalne pozicije
00007846-n	slv:exe	37	Tistih, ki jih ne more potolažiti niti takšna pridobitev, kot je logistični center za pošto, saj zanjo s sarkazmom pravijo, da bodo zdaj iz mesta poleg ljudi pač hitreje odhajale še pošiljke.
00007846-n	slv:exe	38	Z mono sicer označujejo dolgočasnega, nezavzetega, nepodjetnega človeka.
00007846-n	slv:exe	39	Človek, ki bi jih iskal, ali kdor koli, ki bi se sprehajal po gozdovih, bi jih le stežka našel.
00007846-n	slv:exe	4	V sindikatu, kot nam je povedal njegov predsednik Roman Molan, sicer še vedno upajo, da jim bo do konca leta le uspelo prepričati ljudi v ministrstvu za gospodarstvo in za okolje, da je proizvodnja celuloze pomembna ne le za Krško, ampak tudi za celo papirno-predelovalno industrijo, slovenske gozdove in državo sploh.
00007846-n	slv:exe	40	Zaposlen človek v naši državi je v povprečju, po podatkih iz leta 1999, na dopustu 17 delovnih ur na mesec.
00007846-n	slv:exe	41	Pred dvajset tisoč leti je kromanjonski človek bil sicer telesno enak nam, ni pa obvladal jezika, s katerim bi z besedami izrazil tiste značilnosti, zaradi katerih še danes kako osebo ocenimo kot privlačno: znamenja plodnosti pri ženski, pri moških pa sposobnost vzdrževanja družine in vodenje otrok.
00007846-n	slv:exe	42	Sloj ljudi, ki je gmotno bolje preskrbljen, številčno pa manjši, je izpolnil svoje stanovanjske načrte, zato je nastal presežek večjih stanovanj.
00007846-n	slv:exe	43	Ljudje bi morali normalno služiti, da bi si lahko kupili stanovanje.
00007846-n	slv:exe	44	Nataša Jerkovič (367) na človeku najprej opazi njegov pogled.
00007846-n	slv:exe	5	Kaže, da Sloveniji ni mar za svoje imetje, za svoje ljudi in zato ne čudi izjava Franca Droleta, predsednika kobariške mlekarne, na včerajšni tiskovni konferenci: "Če Ljubljani ni mar za nas, se bomo pa priključili Furlaniji in prodajali mleko v Videm.
00007846-n	slv:exe	6	Z uvedbo alternativnega zdravljenja pa bi bili mnogi zdravniki razbremenjeni, saj so tudi oni samo ljudje z dobrimi in slabimi dnevi.
00007846-n	slv:exe	7	Ljudje sumijo, da so jih organizirano zastrupile mestne oblasti, ki so hotele pred olimpijskimi igrami »očistiti« mesto in odstraniti to »sramoto«.
00007846-n	slv:exe	8	Predsednik šentjernejske SKD Jože Simončič, ki je raziskavo predstavil, meni, da je v Orehovici volja ljudi jasna, še naprej želijo sedanjo KS, v Šentjerneju pa ta interes ni tako velik.
00007846-n	slv:exe	9	"Pred sprejetjem dopolnjene zakonodaje o lokalni samoupravi smo bili proti KS, sedaj jim ne nasprotujemo, če si jih ljudje želijo, vendar to ne pomeni, da je prišlo do preloma v našem mišlenju, ampak se je v tem času zakonodaja obrnila na glavo," je povedal Simončič.
00007846-n	slv:lemma	nekdo
00007846-n	slv:lemma	oseba
00007846-n	slv:lemma	posameznik
00007846-n	slv:lemma	človek
00008007-r	slv:lemma	izključno
00008007-r	slv:lemma	popolnoma
00008007-r	slv:lemma	povsem
00008007-r	slv:lemma	scela
00008007-r	slv:lemma	totalno
00008007-r	slv:lemma	v celoti
00008007-r	slv:lemma	vse
00008007-r	slv:lemma	čisto
00008600-r	slv:lemma	edino
00008600-r	slv:lemma	ekskluzivno
00008600-r	slv:lemma	izključno
00008600-r	slv:lemma	le
00008600-r	slv:lemma	samo
00008997-r	slv:lemma	absolutno
00008997-r	slv:lemma	popolnoma
00008997-r	slv:lemma	povsem
00008997-r	slv:lemma	skrajno
00009147-v	slv:lemma	leviti se
00009147-v	slv:lemma	luščiti se
00009147-v	slv:lemma	znebiti se
00009346-a	slv:lemma	abstinenčen
00009346-a	slv:lemma	trezen
00009346-a	slv:lemma	vzdržen
00009618-a	slv:lemma	asketski
00009618-a	slv:lemma	resen
00009978-a	slv:lemma	lakoten
00009978-a	slv:lemma	nezmeren
00009978-a	slv:lemma	požrešen
00009978-a	slv:lemma	sneden
00010241-v	slv:lemma	nezavedno reagirati
00010241-v	slv:lemma	refleksno reagirati
00010435-v	slv:lemma	biti
00010435-v	slv:lemma	delati
00010435-v	slv:lemma	delovati
00010435-v	slv:lemma	narediti
00010435-v	slv:lemma	nastopati
00010435-v	slv:lemma	obnašati se
00010435-v	slv:lemma	storiti
00010435-v	slv:lemma	vesti se
00010466-r	slv:lemma	popolnoma
00010726-a	slv:lemma	lakomen
00010726-a	slv:lemma	pohlepen
00010726-a	slv:lemma	požrešen
00011093-r	slv:lemma	dobro
00011327-a	slv:lemma	pohlepen
00011327-a	slv:lemma	požrešen
00011327-a	slv:lemma	svinjski
00011327-a	slv:lemma	umazan
00011516-r	slv:lemma	slabo
00011551-v	slv:lemma	domnevati
00012071-a	slv:lemma	pojmoven
00012137-v	slv:lemma	groziti
00012267-v	slv:lemma	biti
00012267-v	slv:lemma	imeti
00012434-v	slv:lemma	košatiti se
00012434-v	slv:lemma	širokoustiti se
00012434-v	slv:lemma	šopiriti se
00012932-a	slv:lemma	ideološki
00013160-a	slv:lemma	konkreten
00013328-v	slv:lemma	igrati
00013328-v	slv:lemma	igrati se
00013442-a	slv:lemma	objektiven
00013615-v	slv:lemma	delati se
00013615-v	slv:lemma	pretvarjati se
00013662-a	slv:lemma	dejanski
00013662-a	slv:lemma	pravi
00013662-a	slv:lemma	realen
00013662-a	slv:lemma	stvaren
00013793-r	slv:lemma	dobro
00013887-a	slv:lemma	bogat
00013887-a	slv:lemma	izdaten
00013887-a	slv:lemma	obilen
00013887-a	slv:lemma	poln
00014034-v	slv:lemma	drgetati
00014034-v	slv:lemma	tresti
00014034-v	slv:lemma	tresti se
00014201-v	slv:lemma	drgetati
00014201-v	slv:lemma	drhteti
00014201-v	slv:lemma	trepetati
00014201-v	slv:lemma	tresti se
00014285-r	slv:lemma	dobro
00014285-r	slv:lemma	nemalo
00014358-a	slv:lemma	poln
00014405-v	slv:lemma	mirovati
00014490-a	slv:lemma	bogat
00014490-a	slv:lemma	izdaten
00014490-a	slv:lemma	obilen
00014490-a	slv:lemma	ploden
00014549-v	slv:lemma	premikati
00014742-v	slv:lemma	dremati
00014742-v	slv:lemma	spati
00014858-a	slv:lemma	izdaten
00014858-a	slv:lemma	obilen
00014858-a	slv:lemma	obširen
00015007-r	slv:lemma	dobro
00015097-a	slv:lemma	lahek
00015135-r	slv:lemma	dobro
00015247-a	slv:lemma	bohoten
00015247-a	slv:lemma	bujen
00015247-a	slv:lemma	obilen
00015247-a	slv:lemma	preobilen
00015303-v	slv:lemma	dremati
00015303-v	slv:lemma	kinkati
00015368-r	slv:lemma	dosti
00015388-n	slv:lemma	favna
00015388-n	slv:lemma	žival
00015388-n	slv:lemma	živo bitje
00015471-r	slv:lemma	v redu
00015589-a	slv:lemma	dolg
00015713-v	slv:lemma	predolgo spati
00015713-v	slv:lemma	prespati
00015713-v	slv:lemma	zaležati
00015713-v	slv:lemma	zaspati
00015720-a	slv:lemma	polnokrven
00016247-a	slv:lemma	preobilen
00016950-r	slv:lemma	hudo slabo
00016950-r	slv:lemma	slabo
00017024-a	slv:lemma	redek
00017222-n	slv:lemma	flora
00017222-n	slv:lemma	rastlina
00017222-n	slv:lemma	rastlinski organizem
00017282-v	slv:lemma	zaspati
00017674-v	slv:lemma	nočevati
00017674-v	slv:lemma	nočiti
00017782-a	slv:lemma	sprejemljiv
00018158-v	slv:lemma	izhajati
00018158-v	slv:lemma	nastati
00018158-v	slv:lemma	vstati
00018222-a	slv:lemma	brezhiben
00018222-a	slv:lemma	neoporečen
00018222-a	slv:lemma	odličen
00018526-v	slv:lemma	bedeti
00018526-v	slv:lemma	obuditi
00018526-v	slv:lemma	osvestiti se
00018526-v	slv:lemma	prebuditi
00018526-v	slv:lemma	prebuditi se
00018526-v	slv:lemma	prebujati
00018526-v	slv:lemma	zavedati se
00018526-v	slv:lemma	zbuditi
00018526-v	slv:lemma	zbuditi se
00018584-a	slv:lemma	nesprejemljiv
00018813-v	slv:lemma	bedeti
00018813-v	slv:lemma	obuditi
00018813-v	slv:lemma	prebuditi
00018813-v	slv:lemma	prebujati
00018813-v	slv:lemma	spodbuditi
00018813-v	slv:lemma	zbuditi
00018850-a	slv:lemma	izpodbiten
00018850-a	slv:lemma	sporen
00019128-n	slv:lemma	naravni objekt
00019131-a	slv:lemma	dostopen
00019339-r	slv:lemma	vedno
00019349-a	slv:lemma	dosegljiv
00019349-a	slv:lemma	dostopen
00019349-a	slv:lemma	doumljiv
00019448-v	slv:lemma	prizadeti
00019448-v	slv:lemma	vplivati
00019505-a	slv:lemma	dosegljiv
00019505-a	slv:lemma	dostopen
00019609-r	slv:lemma	vedno
00019613-n	slv:lemma	snov
00019613-n	slv:lemma	substanca
00019757-r	slv:lemma	vedno
00019792-v	slv:lemma	napasti
00019874-a	slv:lemma	nedostopen
00020090-n	slv:lemma	snov
00020090-n	slv:lemma	substanca
00020142-r	slv:lemma	torej
00020241-a	slv:lemma	neprehoden
00020241-a	slv:lemma	neshojen
00020241-a	slv:lemma	neutrt
00020280-r	slv:lemma	nenehno
00020280-r	slv:lemma	nenehoma
00020280-r	slv:lemma	vedno
00020410-a	slv:lemma	nedosegljiv
00020410-a	slv:lemma	nedosežen
00020410-a	slv:lemma	nedostopen
00020476-r	slv:lemma	nenehno
00020476-r	slv:lemma	stalno
00020476-r	slv:lemma	vedno
00020671-v	slv:lemma	hipnotizirati
00020671-v	slv:lemma	prevzeti
00020671-v	slv:lemma	uspavati
00020759-r	slv:lemma	nikdar
00020759-r	slv:lemma	nikoli
00020827-n	slv:lemma	materija
00020827-n	slv:lemma	snov
00020827-n	slv:lemma	substanca
00020926-v	slv:lemma	začarati
00020997-r	slv:lemma	nikdar
00020997-r	slv:lemma	nikoli
00021065-v	slv:lemma	anestezirati
00021065-v	slv:lemma	narkotizirati
00021110-a	slv:lemma	obziren
00021110-a	slv:lemma	postrežljiv
00021110-a	slv:lemma	uslužen
00021110-a	slv:lemma	ustrežljiv
00021110-a	slv:lemma	vljuden
00021212-r	slv:lemma	neredno
00021212-r	slv:lemma	občasno
00021265-n	slv:lemma	hrana
00021265-n	slv:lemma	hranilo
00021403-a	slv:lemma	neustrežljiv
00021592-a	slv:lemma	neljubezniv
00021592-a	slv:lemma	neprijazen
00021592-a	slv:lemma	neuslužen
00021734-n	slv:lemma	hranilo
00021766-a	slv:lemma	natančen
00021766-a	slv:lemma	točen
00021878-r	slv:lemma	kakšenkrat
00021878-r	slv:lemma	včasih
00021939-n	slv:lemma	artefakt
00021939-n	slv:lemma	človeška stvaritev
00021997-v	slv:lemma	zamrzniti
00022131-r	slv:lemma	enako
00022131-r	slv:lemma	kakor
00022131-r	slv:lemma	ko
00022131-r	slv:lemma	kot
00022131-r	slv:lemma	medtem ko
00022131-r	slv:lemma	prav tako
00022131-r	slv:lemma	tako kot
00022219-a	slv:lemma	veren
00022316-v	slv:lemma	pomiriti
00022852-a	slv:lemma	kirurški
00022903-n	slv:lemma	kos
00023100-n	slv:lemma	psihološka značilnost
00023271-n	slv:def	0	skupek urejenih informacij, ki privedejo do razumevanja
00023271-n	slv:lemma	kognicija
00023271-n	slv:lemma	vedenje
00023271-n	slv:lemma	znanje
00023278-a	slv:lemma	desni
00023278-a	slv:lemma	pravi
00023278-a	slv:lemma	resničen
00023383-a	slv:lemma	nenatančen
00023383-a	slv:lemma	netočen
00023383-a	slv:lemma	pogrešen
00023646-v	slv:lemma	onesvestiti se
00023646-v	slv:lemma	spuščati se
00023655-a	slv:lemma	zunanji
00023773-n	slv:lemma	motiv
00023773-n	slv:lemma	motivacija
00023773-n	slv:lemma	nagib
00023773-n	slv:lemma	vzgib
00023854-a	slv:lemma	hiben
00023854-a	slv:lemma	napačen
00023854-a	slv:lemma	nepravilen
00023854-a	slv:lemma	netočen
00023854-a	slv:lemma	pogrešen
00024073-r	slv:lemma	ne
00024241-a	slv:lemma	širok
00024264-n	slv:lemma	atribut
00024264-n	slv:lemma	lastnost
00024264-n	slv:lemma	značilnost
00024279-v	slv:lemma	animirati
00024279-v	slv:lemma	oživiti
00024279-v	slv:lemma	popraviti
00024279-v	slv:lemma	poživiti
00024279-v	slv:lemma	prenoviti
00024279-v	slv:lemma	reanimirati
00024417-a	slv:lemma	navajen
00024649-v	slv:lemma	hladiti
00024720-n	slv:lemma	stanje
00024814-v	slv:lemma	hladiti
00024814-v	slv:lemma	okrepiti
00024814-v	slv:lemma	osvežiti se
00024996-a	slv:lemma	nov
00025144-r	slv:lemma	zelo
00025290-r	slv:lemma	povsod
00025464-r	slv:lemma	nikjer
00025470-a	slv:lemma	kisel
00025559-r	slv:lemma	kamorkoli
00025559-r	slv:lemma	koderkoli
00025559-r	slv:lemma	nekam
00025559-r	slv:lemma	nekje
00025728-a	slv:lemma	alkalen
00025728-a	slv:lemma	alkaličen
00025728-a	slv:lemma	lugast
00025728-a	slv:lemma	lužen
00025728-r	slv:lemma	povsod
00025728-r	slv:lemma	vsepovsod
00026137-r	slv:lemma	nekako
00026168-a	slv:lemma	osnoven
00026168-a	slv:lemma	temeljen
00026192-n	slv:lemma	občutek
00026192-n	slv:lemma	občutenje
00026192-n	slv:lemma	čutenje
00026385-v	slv:lemma	odpočiti se
00026385-v	slv:lemma	odviti
00026385-v	slv:lemma	odviti se
00026385-v	slv:lemma	popustiti
00026385-v	slv:lemma	zrahljati se
00026571-r	slv:lemma	kakorkoli
00026571-r	slv:lemma	vsekakor
00027167-n	slv:lemma	lokacija
00027258-r	slv:lemma	kakorkoli
00027258-r	slv:lemma	vsekakor
00027268-v	slv:lemma	podaljšati
00027268-v	slv:lemma	segati
00027384-r	slv:lemma	navzlic
00027384-r	slv:lemma	vendar
00027384-r	slv:lemma	vseeno
00027599-a	slv:lemma	dobljen
00027599-a	slv:lemma	priznan
00027705-v	slv:lemma	podaljšati
00027807-n	slv:lemma	forma
00027807-n	slv:lemma	oblika
00027918-r	slv:lemma	doslej
00028181-a	slv:lemma	carinski
00028270-n	slv:lemma	čas
00028280-a	slv:lemma	dan
00028362-v	slv:lemma	poživiti
00028471-a	slv:lemma	domneven
00028471-a	slv:lemma	dozdeven
00028651-n	slv:exe	0	Pri pogledu od strani in od zadaj se nam na desni strani najprej prismehlja priročno nameščen vmesnik USB, nato pa še podpora za FireWire in reža za različne PC kartice tipa II, na desni strani pa je svoj prostor našel pogon DVD Super Multi Drive, ki v eni enoti zmore brati bolj ali manj vse, kar lahko svetlečega in okroglega dobite na trgu.
00028651-n	slv:exe	1	Da bi spoznali življenje invalidnih otrok, so igrali sedečo odbojko ter se z zavezanimi očmi poskušali orientirati po prostoru (slika spodaj).
00028651-n	slv:exe	2	Šimpanzi se tlačijo po nezavidljivo majhnem prostoru, lev bi lahko vsak trenutek raztrgal žičnato ograjo, če ne bi bil zaradi dolgoletnega ujetništva že popolnoma apatičen, slonica Ganga pa očitno trpi akutno pomanjkanje družbe.
00028651-n	slv:exe	3	Namen objave uzakonjenih prepovedi in omejitev v uradnih prostorih je v tem, da se stranke z njimi lahko seznanijo neposredno tam, kjer pridejo v stik z javno upravo, ne pa da so ta pravila »skrita« nekje v uradnem listu.
00028651-n	slv:exe	4	Rade bi mislile, da so naši pozivi k realnim svetovom več kot le obupan odmik od cinizma in dejanje vere, podobno kakšnemu drugemu kultu, ne glede na to, koliko prostora radodarno namenimo bogatim in vedno zgodovinsko specifičnim posredovanjem, s katerimi moramo me in vsi drugi spoznavati svet.
00028651-n	slv:exe	5	V petdesetih letih so biološka telesa postala tehnološki komunikacijski sistemi, a se pri tem še niso povsem rekonstituirala kot prostori "razlik" v postmodernem smislu - kot igra označevalcev in replikatorjev v strateškem polju, katerega pomen je le z zelo problematičnega vidika odvisen od zunanjega sveta.
00028651-n	slv:exe	6	Zdaj premišljate o vsem tem, malce ste ljubosumni na tiste, ki zavzamejo vam nedosegljiv prostor.
00028651-n	slv:lemma	prostor
00028672-a	slv:lemma	nepriznan
00028867-a	slv:lemma	necenjen
00028867-a	slv:lemma	neocenjen
00029216-a	slv:lemma	neprepoznan
00029343-a	slv:lemma	lakomen
00029367-r	slv:lemma	nadalje
00029367-r	slv:lemma	povrh
00029367-r	slv:lemma	sicer
00029367-r	slv:lemma	tudi
00029378-n	slv:lemma	dogodek
00029677-n	slv:lemma	proces
00029933-a	slv:lemma	dobičkarski
00029933-a	slv:lemma	lakomen
00029933-a	slv:lemma	pohlepen
00029933-a	slv:lemma	skop
00029933-a	slv:lemma	skopuški
00030010-v	slv:lemma	hihitati se
00030142-v	slv:lemma	hihitati
00030358-n	slv:lemma	dejanje
00030358-n	slv:lemma	dejavnost
00030358-n	slv:lemma	človeška dejavnost
00030358-n	slv:lemma	človeško ravnanje
00030798-a	slv:lemma	grabežljiv
00031138-a	slv:lemma	nenasiten
00031138-a	slv:lemma	požrešen
00031264-n	slv:lemma	skupina
00031384-a	slv:lemma	umazan
00031663-v	slv:lemma	hehetati
00031663-v	slv:lemma	smehljati se
00031663-v	slv:lemma	veseliti se
00031798-r	slv:lemma	že
00031820-v	slv:lemma	nasmejati
00031820-v	slv:lemma	nasmejati se
00031820-v	slv:lemma	zasmejati se
00031899-r	slv:exe	0	Budimpešta - Leto 2000, v katerem je Madžarska poleg drugega praznovala svojo tisočletnico, ocenjujejo državljani, politične stranke in mednarodne institucije na moč različno.
00031899-r	slv:lemma	na moč
00031899-r	slv:lemma	zelo
00031921-n	slv:lemma	odnos
00031921-n	slv:lemma	relacija
00031974-a	slv:lemma	aktiven
00031974-a	slv:lemma	dejaven
00032299-r	slv:lemma	silno
00032299-r	slv:lemma	zelo
00032414-v	slv:lemma	hehetati
00032414-v	slv:lemma	krohotati se
00032497-a	slv:lemma	akrobatski
00032613-n	slv:lemma	last
00032613-n	slv:lemma	lastnina
00032733-a	slv:lemma	bister
00032733-a	slv:lemma	brz
00032733-a	slv:lemma	gibčen
00032733-a	slv:lemma	hiter
00032733-a	slv:lemma	okreten
00032733-a	slv:lemma	pameten
00032733-a	slv:lemma	prebrisan
00032733-a	slv:lemma	uren
00032733-a	slv:lemma	čil
00032733-a	slv:lemma	živahen
00032823-n	slv:lemma	družbeni odnos
00032863-r	slv:lemma	odslej
00032863-r	slv:lemma	posihmal
00032863-r	slv:lemma	poslej
00032863-r	slv:lemma	vnaprej
00033020-n	slv:lemma	komunikacija
00033020-n	slv:lemma	sporazumevanje
00033020-n	slv:lemma	sporočanje
00033077-a	slv:lemma	vroč
00033421-r	slv:lemma	takoj
00033574-a	slv:lemma	pasiven
00033599-v	slv:lemma	biti videti
00033599-v	slv:lemma	gledati
00033599-v	slv:lemma	izgledati
00033599-v	slv:lemma	zdeti
00033599-v	slv:lemma	zdeti se
00033599-v	slv:lemma	čuditi se
00033615-n	slv:lemma	kolikost
00033615-n	slv:lemma	količina
00033615-n	slv:lemma	kvantiteta
